"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Web_R05_Functionality_Onboarding_Registration_Authentication_StudyUpdate @Regression @R0.5","4","0","","0"
