"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136508","[R1.0]Auto - Mobile - Learn - Verify Learn screen","","Tue Apr 08 16:59:49 ICT 2025","passed","Tue Apr 08 17:02:06 ICT 2025","","Learn-ExistingStudy-NewParticipant - @Regression @R1.0 @Learn","",""
